creativeID,adID,camgaignID,advertiserID,appID,appPlatform
8522,4668,5534,576,342,2
42786,26988,2370,244,454,1
47676,23771,5028,57,337,2
18124,27809,5960,415,215,2
51595,6211,3896,532,378,1
47599,7950,2406,14,324,2
12787,6022,2370,244,454,1
16333,26371,2370,244,454,1
15324,29938,3682,318,438,1
38426,29413,2370,244,454,1
17077,8577,3983,415,215,2
37026,6988,1465,77,277,2
47047,12074,2370,244,454,1
11017,30873,3113,327,157,2
29756,8319,5800,576,423,1
13144,21819,3277,576,464,1
32983,16629,1654,570,457,1
16689,11795,2370,244,454,1
7906,30611,1615,349,453,1
9310,24901,2370,244,454,1
7937,28812,2984,279,12,2
21517,19316,1110,576,240,2
13923,26237,4178,145,433,1
21515,16394,1121,658,70,2
25528,25997,1403,335,33,2
15918,9744,1110,576,240,2
10422,23215,2267,89,209,2
446,550,89,29,286,2
25747,8853,3813,124,157,2
50411,26951,3020,636,7,2
17942,19602,2642,44,423,1
38041,8677,4185,392,466,1
10957,17886,6339,249,10,2
34809,21693,6175,398,94,2
10497,26031,3020,636,7,2
4158,2739,219,68,127,2
16785,9530,4146,641,212,2
36341,29611,5860,218,331,2
11001,18441,4069,257,245,2
27984,25612,926,210,72,2
43531,30474,5351,307,15,2
51355,5306,1064,628,7,2
21511,18044,872,184,10,2
34325,24180,958,576,397,1
998,3478,274,29,286,2
287,2954,58,57,421,1
39853,14039,1121,658,70,2
34315,27105,2452,34,468,1
7805,3821,4671,29,165,2
23666,30733,3190,218,331,2
9522,19322,2145,34,468,1
43591,27238,4264,501,142,2
22494,24087,2000,565,375,1
9446,11903,1619,150,320,2
16067,10911,4117,44,423,1
17226,18025,2650,200,259,2
9018,15120,1079,450,323,2
35084,14307,828,392,438,1
19419,25343,2014,251,93,2
51636,6949,6866,200,259,2
39662,30480,1960,582,236,2
35739,8234,3368,31,237,2
5557,3110,21,77,278,2
14125,16800,3554,373,457,1
28084,14442,5370,4,280,2
15975,20501,5444,355,378,1
4204,3079,129,40,123,2
10855,4807,6494,588,9,2
5498,1285,303,29,286,2
48386,26731,4114,385,440,1
5812,2583,673,88,123,2
42170,27147,2259,331,15,2
33039,21656,2452,34,468,1
5854,826,324,40,123,2
36435,20775,1141,622,433,1
44523,4335,4117,44,423,1
23977,4640,946,321,142,2
12707,12709,6136,29,165,2
22108,29448,1273,57,397,1
36759,10029,1893,77,263,2
43708,14782,1141,622,433,1
43684,8258,4390,588,9,2
43744,20097,4109,570,457,1
46778,29988,6054,576,423,1
22154,28192,6388,583,405,1
13960,29541,2356,427,34,2
35615,23825,896,111,44,2
51164,4496,5248,392,438,1
47253,6083,4533,546,270,2
22052,29941,4671,29,165,2
47376,19856,2289,260,228,2
36811,6582,2850,158,374,1
1113,1089,151,80,14,2
30832,4006,5301,4,438,1
19251,23016,6260,494,382,1
44915,11123,6494,588,9,2
2061,303,513,44,421,1
12696,18528,6599,522,453,1
39106,31182,4117,44,423,1
20960,17482,1446,501,178,2
22200,19052,2472,44,240,2
28277,24567,6277,622,433,1
42424,8220,5229,427,34,2
45913,6147,5520,149,377,1
45066,4225,3956,570,457,1
48725,28894,5756,66,330,2
3233,2230,58,57,421,1
29041,21315,5882,636,7,2
20481,8782,2014,251,93,2
13739,11744,3277,576,464,1
20407,23709,2411,411,453,1
25644,8586,4697,628,7,2
264,940,436,40,123,2
17948,13971,2452,34,468,1
8908,15946,2411,411,453,1
8501,18265,5013,244,446,1
37711,15286,1248,477,382,1
5438,1775,385,32,286,2
15901,27639,5399,349,453,1
19621,18641,6202,588,9,2
47105,6307,5802,29,165,2
50244,11641,1459,582,236,2
25932,7265,5802,29,165,2
32770,6950,2875,183,230,2
11988,6515,5013,244,446,1
5437,57,139,10,434,1
18109,12951,1363,300,415,1
30702,5330,1363,300,415,1
51560,23168,3969,349,453,1
29950,24086,2805,422,126,2
10575,10399,6846,477,382,1
8580,8108,3107,279,12,2
37778,17068,958,576,397,1
13336,10942,958,576,397,1
32230,26829,6659,71,464,1
12439,28113,6112,576,397,1
50391,29754,964,128,460,1
30083,19235,6299,300,415,1
20229,28142,6299,300,415,1
20268,27424,896,111,44,2
46555,9577,4263,373,457,1
50947,4418,4263,373,457,1
19820,28700,1363,300,415,1
4326,2334,406,31,146,2
27907,17106,2595,576,464,1
30453,19923,2534,71,342,2
23242,12064,3276,244,446,1
20770,29268,6299,300,415,1
47101,23798,4788,357,119,2
45282,24766,6299,300,415,1
19725,14126,1146,543,34,2
32096,20545,1441,477,382,1
45368,9355,4263,373,457,1
572,1545,33,71,421,1
47873,30971,1183,272,404,1
17756,17177,3276,244,446,1
11915,22638,1441,477,382,1
47286,10941,6327,71,427,1
50238,6207,6299,300,415,1
50701,21704,785,371,378,1
38734,3755,5977,134,408,1
22604,22243,1931,137,182,2
13798,8326,5977,134,408,1
38718,9019,3276,244,446,1
51227,31322,3502,71,464,1
37929,11158,1363,300,415,1
42742,20226,2624,183,230,2
44016,10246,6299,300,415,1
7507,19003,4057,119,99,2
25037,28951,3276,244,446,1
36844,13112,4098,234,433,1
36132,9294,3655,578,390,1
35279,15491,5671,343,433,1
19858,11836,3276,244,446,1
49955,16979,2014,251,93,2
51333,29585,6299,300,415,1
40143,9688,4377,147,386,1
20818,19886,6299,300,415,1
14475,24021,5835,244,411,1
44072,24391,1363,300,415,1
25752,20779,3276,244,446,1
40255,14637,3187,279,12,2
26774,28820,1363,300,415,1
7378,10123,3276,244,446,1
2985,971,33,71,421,1
39522,18993,6202,588,9,2
12047,7437,6766,355,378,1
19040,9190,5835,244,411,1
11758,23294,2388,479,337,2
43035,29910,4263,373,457,1
12802,9636,6299,300,415,1
45074,5828,1363,300,415,1
49979,7977,4489,85,475,1
11459,8517,3276,244,446,1
19275,6094,3276,244,446,1
26812,23368,3380,315,433,1
51503,16737,4390,588,9,2
40547,5773,6667,99,108,2
21035,21830,3276,244,446,1
33354,22517,3315,249,10,2
35209,7379,1363,300,415,1
32940,26662,3919,479,423,1
35682,29518,4671,29,165,2
13905,12165,5244,249,10,2
22912,16294,6494,588,9,2
8262,21793,6722,175,401,1
11289,5299,1060,373,457,1
6464,142,654,54,389,1
4148,2076,391,54,389,1
20582,11875,5528,77,263,2
21185,23282,828,392,438,1
4295,1650,569,54,389,1
7085,5728,1615,349,453,1
43888,16595,5013,244,446,1
6259,2903,455,32,286,2
35026,10075,1585,108,39,2
33016,12880,4702,385,440,1
37409,24524,6513,47,219,2
3975,1628,455,32,286,2
41408,9277,2595,576,464,1
33324,13122,1619,150,320,2
36631,5646,5800,576,423,1
2369,595,669,56,123,2
3534,1554,236,12,123,2
27421,15894,989,93,4,2
15277,18026,1921,150,320,2
8944,11313,1476,655,170,2
21563,14121,6843,570,457,1
4252,1337,303,29,286,2
47745,6572,3315,249,10,2
18114,16963,5802,29,165,2
550,476,209,40,123,2
13450,12452,2952,182,24,2
38015,20856,4025,47,219,2
43285,25952,5013,244,446,1
50978,23376,6112,576,397,1
2296,999,441,41,195,2
35802,21893,1541,403,61,2
43918,11964,2408,392,438,1
22435,29119,2216,47,234,2
28205,20381,4901,576,423,1
10583,16119,6054,576,423,1
22333,10526,5060,57,397,1
24292,18329,6889,580,50,2
34203,12695,3981,184,10,2
34230,10270,3865,373,457,1
24520,19053,1688,131,374,1
13495,11584,6884,392,438,1
19424,13551,2472,44,240,2
31276,22885,823,576,423,1
10952,4529,4148,230,385,1
802,3162,58,57,421,1
23515,7868,1732,582,467,1
28588,9578,1129,77,263,2
33973,11114,5192,178,114,2
37382,24298,1243,53,165,2
32278,8483,1459,582,236,2
3211,3430,120,44,421,1
47592,7242,3981,184,10,2
50016,10313,1636,158,374,1
8804,18836,794,538,30,2
11351,14917,2839,47,234,2
6881,7252,4670,329,282,2
34901,14295,5998,19,330,2
22265,7003,3276,244,446,1
51122,15866,2212,582,477,1
46123,11164,5662,622,433,1
46384,25386,902,59,89,2
16991,21369,2338,588,9,2
39129,21269,1227,434,436,1
46817,9957,3876,77,291,2
32192,26568,1335,77,291,2
12922,7779,5649,392,438,1
25176,15148,1770,349,453,1
33579,13354,2650,200,259,2
3206,3539,101,40,123,2
25776,16206,1273,57,397,1
47153,8894,4338,624,477,1
11703,4603,6517,602,309,2
47486,17135,5290,582,477,1
7994,29086,2452,34,468,1
40301,16259,4228,244,412,1
3245,1098,455,32,286,2
7674,17566,3171,501,142,2
9855,5152,5885,624,471,1
15686,29084,3083,152,128,2
32261,23165,1465,77,277,2
50897,8588,1568,415,215,2
41276,15862,2370,244,454,1
19479,12372,2370,244,454,1
20082,5919,2057,21,324,2
50829,15649,2886,397,192,2
33916,13709,2370,244,454,1
29713,21817,6193,574,463,1
19995,7948,2370,244,454,1
18526,21085,4876,627,121,2
11481,13543,4011,576,423,1
29338,6688,2159,175,401,1
1966,2587,173,20,336,2
40007,16155,6112,576,397,1
31351,5022,2370,244,454,1
19814,17106,2595,576,464,1
33898,14077,1384,600,31,2
43793,24846,1363,300,415,1
30896,21259,5835,244,411,1
25166,5760,5835,244,411,1
18125,14140,5534,576,342,2
45037,19512,4098,234,433,1
20281,24152,4757,576,337,2
10395,24324,3276,244,446,1
1872,1783,406,31,146,2
17081,16853,1654,570,457,1
43611,7249,4263,373,457,1
27438,17755,4321,169,9,2
37758,17533,6136,29,165,2
18781,24295,2549,153,374,1
20515,29454,2434,321,178,2
22360,17738,1363,300,415,1
43640,21944,1637,392,438,1
2722,2001,512,57,421,1
24485,18724,5800,576,423,1
42509,18738,5819,175,401,1
46715,20183,5331,276,287,2
48577,4745,2370,244,454,1
850,3491,74,47,336,2
42211,23277,4390,588,9,2
6610,21562,5769,161,441,1
29543,5975,3148,172,424,1
42181,10112,6936,494,382,1
46166,15885,5988,96,7,2
26506,24044,6024,324,7,2
40831,22421,1438,93,376,1
14394,6666,2340,330,7,2
6805,16005,3318,279,12,2
8023,9151,6203,161,441,1
36299,29893,3315,249,10,2
8158,8076,6033,477,382,1
8070,15400,5397,554,403,1
46113,13643,2327,198,28,2
22542,4245,5829,633,252,2
24026,5264,3751,5,475,1
45069,9241,1328,441,363,1
51201,15735,6201,405,10,2
11641,4524,1120,569,79,2
12885,27694,3540,405,10,2
44456,14716,4871,323,104,2
8347,5761,1453,405,10,2
11884,15631,1035,431,107,2
34076,28195,2053,112,185,2
8349,9975,3890,345,372,1
6326,933,504,3,465,1
45959,11346,4803,279,12,2
23921,17688,4533,546,270,2
5273,2708,688,87,116,2
24624,24286,1479,652,357,1
36459,28927,6377,268,373,1
20574,6697,2175,169,9,2
47088,8636,5127,369,69,2
21262,30311,6494,588,9,2
16978,10325,1217,431,107,2
21521,26868,3810,107,254,2
50165,28886,3176,249,10,2
16192,28216,4186,376,18,2
37725,12360,2818,640,395,1
8994,3989,1438,93,376,1
48185,30921,5467,330,7,2
6871,15702,4621,78,219,2
5588,1502,23,15,383,1
13929,8498,6793,93,376,1
32683,13681,6234,494,382,1
10074,28452,6120,184,10,2
42450,10689,4979,402,7,2
50061,15147,3404,345,372,1
11302,27281,3761,242,110,2
8991,4943,1120,569,79,2
35971,27214,2490,452,375,1
2553,2519,60,3,465,1
19694,14871,5200,208,425,1
9163,22977,4521,268,373,1
32282,9874,3630,181,186,2
36078,21080,4420,360,329,2
25935,31083,5434,439,357,1
12168,11645,3946,494,382,1
23043,10179,3730,135,3,2
48662,29908,2083,156,382,1
30785,13550,2184,231,382,1
24045,16861,4621,78,219,2
24789,31414,6384,378,91,2
22780,27911,4458,57,240,2
40536,4501,980,318,466,1
30197,24224,1421,262,377,1
21909,26136,1791,262,377,1
22762,30856,6202,588,9,2
23102,21301,5467,330,7,2
7589,18350,3755,93,376,1
8524,24432,1700,135,3,2
11621,19019,4238,349,453,1
12684,18366,1592,583,405,1
6131,2221,303,29,286,2
376,3102,649,84,360,1
13365,21841,3885,657,69,2
26234,21345,6655,194,374,1
15647,22690,4131,247,357,1
41660,21869,2125,135,3,2
851,2177,303,29,286,2
42683,11155,5691,112,185,2
23269,25342,2763,86,234,2
20813,19882,5906,165,236,2
45497,29854,1467,327,381,1
40722,9295,1239,194,374,1
16316,9941,3287,512,473,1
8504,25193,5239,439,32,2
37997,7315,1215,21,124,2
7063,6169,2927,93,376,1
17256,5786,6348,490,52,2
25916,21976,2022,230,385,1
15985,11784,3988,5,295,2
48655,4690,6932,633,252,2
16442,23114,4383,21,324,2
6903,13903,2664,135,3,2
45172,4273,5931,494,382,1
43839,30675,2288,307,15,2
23507,10401,5037,231,382,1
18837,11152,92,57,397,1
45610,12517,932,268,13,2
30621,15940,5060,57,397,1
37042,24910,6567,560,380,1
35711,12017,2686,494,382,1
10284,6625,6432,388,313,2
1537,696,183,3,465,1
17397,24579,2888,117,374,1
48337,24738,3176,249,10,2
44981,6191,3165,383,359,1
23495,13963,2371,345,372,1
10691,15567,6499,494,382,1
26210,31343,6222,383,359,1
16976,8881,3202,93,376,1
20765,18090,4235,232,469,1
44351,23998,5396,645,151,2
11378,28098,4991,565,375,1
28650,5653,821,317,153,2
29315,24622,6678,210,72,2
23848,22195,6600,513,10,2
32587,10769,6388,583,405,1
44342,16723,2251,366,378,1
32791,6898,3630,181,186,2
12948,20152,4381,512,473,1
20653,27883,1499,350,476,1
43747,17277,6655,194,374,1
41941,29374,6043,257,245,2
11555,14941,2589,392,438,1
30854,25045,4716,335,33,2
7933,16959,4799,172,429,1
19542,22683,6606,383,359,1
29979,29249,4976,86,234,2
16309,26524,1453,405,10,2
14110,10360,5053,123,57,2
41670,26935,6494,588,9,2
39286,13334,5402,375,357,1
35925,27840,5101,230,385,1
43383,12592,2552,316,374,1
45406,22572,3506,199,379,1
19546,24087,2000,565,375,1
24945,30663,5384,479,464,1
8727,12528,3277,576,464,1
13404,14393,884,242,110,2
15880,27931,3486,481,61,2
3722,3312,399,8,84,2
10281,12240,4390,588,9,2
16927,22316,5013,244,446,1
21552,13253,1922,367,395,1
19217,25997,1403,335,33,2
47035,9966,6415,47,219,2
13266,23486,1639,197,305,2
6509,540,493,55,198,2
17365,15586,3166,333,407,1
32817,16304,5787,494,382,1
30881,31225,4677,641,329,2
36657,15947,836,104,388,1
43280,15699,4678,103,369,1
24466,21647,5661,242,110,2
40977,17925,6029,20,219,2
19009,16993,4678,103,369,1
9258,20654,2695,288,47,2
41006,18715,3259,156,382,1
50613,15298,744,470,21,2
6987,30339,4460,479,423,1
21376,14473,5069,424,395,1
11288,22176,4676,456,377,1
39854,27205,5899,93,376,1
10809,23567,5570,435,368,1
8782,10101,5682,345,372,1
20801,25969,1709,416,380,1
22269,11361,1460,477,382,1
22207,9575,3843,139,45,2
46352,17599,6095,605,9,2
24997,21876,2242,564,264,2
17158,22238,6786,582,476,1
30233,6942,6815,479,423,1
22046,11997,6453,588,9,2
13034,19083,2264,184,10,2
42159,28910,4678,103,369,1
12066,18439,2104,492,258,2
16897,16313,4671,29,165,2
12363,10242,899,330,7,2
34656,22848,6939,624,467,1
31948,7603,2450,223,361,1
7769,6098,4900,128,460,1
35922,18672,4989,108,39,2
24269,30984,3813,124,157,2
7310,27510,2876,422,126,2
24707,23676,4304,165,467,1
11946,26299,5020,590,162,2
1187,260,66,52,356,1
11214,5647,6595,252,424,1
28302,20360,3841,515,42,2
46963,30476,3464,165,467,1
21666,12278,1469,271,92,2
3981,2924,513,44,421,1
7890,11655,4702,385,440,1
30678,9780,5592,565,375,1
46354,25116,6256,554,403,1
33590,29631,4970,330,7,2
42864,21660,6494,588,9,2
35487,18169,2813,345,372,1
28538,10586,2884,554,403,1
48635,20924,1203,605,9,2
31888,21827,5200,208,425,1
19557,8095,1847,479,427,1
11836,23633,1591,268,13,2
48473,18141,6243,122,414,1
18939,24332,6289,405,10,2
7268,17197,1922,367,395,1
47759,14523,6710,375,32,2
940,1089,151,80,14,2
8313,14549,2505,640,395,1
16390,23600,1518,318,438,1
51515,18568,6620,327,381,1
49228,27609,5369,494,382,1
16330,15790,6256,554,403,1
31780,25702,2623,99,108,2
33255,4576,5484,311,12,2
11588,8874,4799,172,429,1
14449,16811,4662,302,305,2
5262,1755,223,2,198,2
38283,14530,6688,588,9,2
51673,13968,2154,284,64,2
43291,11907,3776,339,368,1
42142,20309,3692,339,368,1
18404,23609,2873,482,364,1
5473,2887,205,54,389,1
12628,17882,2147,477,382,1
41423,17511,3041,406,101,2
4121,1389,384,24,205,2
39233,8905,3906,307,15,2
76,3432,83,10,434,1
46584,28560,1867,190,395,1
18004,15077,3602,48,219,2
31952,28070,2055,194,374,1
46602,10138,1008,345,372,1
28310,8321,3868,330,7,2
16612,26190,4798,479,427,1
9376,18576,3540,405,10,2
40025,29234,4390,588,9,2
23354,12938,395,52,35,2
23382,12396,5670,534,362,1
6614,5913,1879,494,382,1
43779,22368,2128,494,382,1
8250,30240,4651,639,357,1
5466,2223,219,68,127,2
14328,25105,6129,330,7,2
45636,29604,1205,290,34,2
32374,12882,4594,244,454,1
15974,22981,2806,642,357,1
9739,14401,6923,192,372,1
37680,13374,6222,383,359,1
24320,9507,888,119,99,2
27051,8411,5013,244,446,1
40034,10875,5912,618,53,2
16408,31291,1828,242,110,2
19004,27358,4122,161,441,1
48226,15172,1592,583,405,1
11022,12985,4929,494,382,1
198,487,130,15,383,1
33999,19292,1539,605,9,2
23704,11207,5210,223,361,1
11131,9967,4645,394,250,2
20534,15550,4779,311,12,2
22897,12579,4882,230,385,1
5656,493,379,84,360,1
49686,15410,5697,443,257,2
32906,20497,854,102,359,1
35020,23866,4494,353,357,1
15385,20938,6290,453,382,1
21446,19661,5093,652,357,1
13328,25945,1686,156,382,1
25210,29634,1947,358,212,2
27446,30975,1902,117,374,1
50651,25004,2233,345,372,1
8319,30653,2383,85,475,1
16624,20256,4849,408,16,2
54,2918,205,54,389,1
26528,14267,4477,456,377,1
31651,22548,6688,588,9,2
5346,2389,574,63,360,1
10508,16164,3451,453,382,1
15442,9510,4390,588,9,2
21812,9983,859,383,359,1
1258,2137,654,54,389,1
8209,4099,3986,123,57,2
39361,28115,6688,588,9,2
22693,11249,2603,47,219,2
13893,13858,4390,588,9,2
47195,27199,6688,588,9,2
12848,27196,4678,103,369,1
6220,3379,411,3,465,1
33322,19363,5798,642,357,1
34170,7557,1673,210,72,2
20360,26686,5013,244,446,1
31127,4180,6273,402,7,2
2533,1854,274,29,286,2
12819,4650,1944,107,254,2
16840,16742,4784,411,451,1
21063,8126,4011,576,423,1
25413,9067,6842,52,35,2
43443,26061,1929,613,3,2
8582,28248,991,539,312,2
7923,15603,807,231,382,1
21817,28062,3986,123,282,2
17837,14970,1639,197,305,2
36739,4600,1572,439,357,1
50342,31279,3980,123,282,2
19774,17997,1345,66,430,1
20302,21008,3573,27,257,2
38221,20644,2338,588,9,2
3341,2073,176,29,218,2
33865,28084,5698,152,128,2
7195,12784,1996,268,373,1
32329,17363,1054,123,282,2
5258,2195,369,67,137,2
14854,10442,1619,150,320,2
363,2483,512,57,421,1
51004,30806,5152,421,228,2
32362,31040,2023,639,357,1
3441,3513,477,80,14,2
41409,21813,975,553,370,1
16415,9815,5354,330,7,2
11303,29552,6490,135,3,2
20915,22763,6112,576,397,1
4503,3237,531,8,84,2
512,2707,22,55,198,2
25181,15361,3473,607,71,2
46833,10594,3540,405,10,2
24717,16025,2651,52,35,2
39043,30161,5063,657,69,2
19122,25175,6523,124,381,1
34655,26902,1967,584,212,2
2066,2031,556,50,75,2
27494,10452,6640,375,32,2
2386,1090,666,80,14,2
40089,18184,6023,613,3,2
7471,18610,2234,381,3,2
26253,27715,1639,197,305,2
25836,22486,1754,345,372,1
19968,5469,5013,244,446,1
26700,24962,5384,479,464,1
47692,18925,1163,324,7,2
15516,21652,6006,338,148,2
30974,10040,6436,316,374,1
44781,17058,1345,66,430,1
40727,6960,3480,381,3,2
31339,29436,6667,99,108,2
12846,23135,2113,257,243,2
33688,23581,4431,279,12,2
3276,1733,552,54,389,1
14061,8662,4050,289,368,1
24690,10673,4024,76,261,2
43969,23204,1460,477,382,1
36674,22370,1048,382,60,2
37554,5546,3687,316,374,1
1069,852,34,9,116,2
35864,24050,1204,60,387,1
29552,6180,945,316,374,1
43902,12463,3178,436,217,2
39813,25201,5478,642,357,1
2108,1690,513,44,421,1
16004,8953,1922,367,395,1
11299,18087,1543,124,157,2
51047,9912,6153,299,452,1
23184,20394,958,576,397,1
32036,21031,6600,513,10,2
16038,8639,4970,330,7,2
8611,7652,5873,337,379,1
43037,11652,4450,185,299,2
18659,27971,3315,249,10,2
49472,9704,872,184,10,2
11056,19414,3799,42,257,2
44667,16081,5650,268,13,2
41510,12291,1822,231,382,1
39977,8750,4764,131,374,1
19503,29170,4882,230,385,1
39897,29812,4330,436,217,2
48402,14660,869,156,382,1
13921,22674,2505,640,395,1
23498,6478,2233,345,372,1
12016,16690,1696,344,372,1
35578,5246,3931,345,372,1
47239,10931,3075,473,122,2
36200,26094,5476,583,405,1
8354,20797,3397,438,445,1
22125,8536,4914,613,3,2
50735,29680,4668,48,234,2
18952,14525,765,561,71,2
14668,26142,5005,169,9,2
42614,16607,1325,77,261,2
41596,5533,5385,541,19,2
47291,9274,1489,520,17,2
37498,22576,1127,93,376,1
39296,23992,3581,531,22,2
51593,15021,6885,73,261,2
35795,13819,5150,140,380,1
40645,27411,4149,135,3,2
3129,183,390,16,195,2
23927,7963,1592,583,405,1
35086,16384,5252,345,372,1
39703,7831,4075,231,382,1
431,814,83,10,434,1
44401,15204,5690,370,378,1
18175,4634,3225,444,77,2
8654,14302,4358,396,64,2
22689,3666,4552,257,245,2
20842,16040,2851,350,236,2
35533,10944,5013,244,446,1
43184,23023,3786,439,357,1
40290,7784,5161,127,357,1
19622,23789,3765,439,357,1
16642,21370,1992,375,357,1
9590,4804,4200,398,94,2
32116,22952,3515,172,424,1
18220,11757,5456,375,32,2
23108,31236,3360,76,261,2
47666,25370,5789,358,212,2
38023,19543,4247,57,240,2
28523,29572,1082,44,423,1
41009,17654,4486,479,240,2
49695,22882,6667,99,108,2
27207,16677,3242,99,108,2
13395,30804,868,112,185,2
23413,15571,2633,131,374,1
37946,10707,6663,307,15,2
19764,30997,5965,479,423,1
23406,16730,6494,588,9,2
31776,8259,3944,645,172,2
20540,22302,5873,337,379,1
32237,30433,2092,61,386,1
8673,12754,1120,569,79,2
31195,30501,5873,337,379,1
17609,28170,4197,251,93,2
6229,2125,242,91,84,2
14754,22020,1951,299,452,1
15069,22424,4427,657,69,2
46298,30430,3140,93,376,1
34013,18495,2782,100,110,2
3752,3173,512,57,421,1
13641,24494,6208,376,18,2
19543,24886,3227,427,34,2
8873,17246,6153,299,452,1
24850,30326,3807,476,42,2
26162,25128,926,210,72,2
24598,25174,1846,160,386,1
49115,10828,1120,569,79,2
25307,5067,3277,576,464,1
11392,26363,1028,520,17,2
27575,8281,4594,244,454,1
19434,20760,3567,408,16,2
1064,3304,368,13,360,1
21203,26838,4594,244,454,1
10711,15950,4524,449,441,1
27861,24418,6306,645,151,2
43701,10106,2670,582,236,2
33184,8325,2364,211,433,1
25050,18129,2595,576,464,1
14141,13964,4307,272,101,2
20107,21672,2244,40,133,2
50986,4655,6761,419,6,2
6395,110,13,57,421,1
17119,24057,6688,588,9,2
24093,20783,2704,179,191,2
47706,7884,3472,534,362,1
22254,9732,4550,292,435,1
14919,14071,4764,131,374,1
16827,11123,6494,588,9,2
23957,7254,3548,124,381,1
7160,31360,4204,316,374,1
42297,17052,6386,336,17,2
45068,25631,3579,353,357,1
42668,21436,5011,223,361,1
14767,9961,2573,93,376,1
9359,31066,5873,337,379,1
23885,31455,2233,345,372,1
31931,7011,1936,231,382,1
50982,15660,3032,593,386,1
21150,5926,2340,330,7,2
8195,29831,2127,494,382,1
47236,27195,1822,231,382,1
38215,23296,6296,456,377,1
40620,24495,1528,619,433,1
6879,28753,5682,345,372,1
25963,6006,3111,225,57,2
15364,3790,4671,29,165,2
43622,30307,1123,242,110,2
286,1793,320,80,14,2
34388,15858,5193,175,401,1
29123,18918,3616,330,7,2
2349,3209,83,10,434,1
43172,19233,1260,73,261,2
36582,13974,6060,152,128,2
14790,8983,2334,146,126,2
44102,12729,1687,397,192,2
15495,29753,853,256,410,1
13933,7004,4390,588,9,2
43476,11386,1924,605,9,2
47884,5921,1731,382,60,2
50867,12298,6322,384,448,1
38331,10795,6453,588,9,2
35248,12416,2641,330,7,2
6574,2927,603,29,286,2
10798,8997,3980,123,282,2
43848,13548,1630,263,46,2
500,89,186,2,198,2
16653,18602,2830,355,313,2
21059,27700,5846,507,357,1
37528,10041,3315,249,10,2
26711,16917,5370,4,280,2
39545,5060,1120,569,79,2
50284,9538,6925,222,163,2
32693,15812,836,104,388,1
18975,20420,3242,99,108,2
46070,15089,2704,179,191,2
11389,7490,1994,517,51,2
46580,21038,6016,307,15,2
7200,11902,6875,381,3,2
26854,11039,4594,244,454,1
50268,10818,6497,316,374,1
12460,30475,3745,375,32,2
45337,31408,762,351,433,1
19259,25162,2376,93,4,2
16826,12000,6688,588,9,2
31462,21181,6580,628,7,2
11914,16167,1268,421,228,2
45254,4468,4140,231,382,1
51637,26357,6743,339,368,1
18367,18265,5013,244,446,1
51713,8045,6714,605,9,2
38755,16736,4594,244,454,1
6176,2644,83,10,434,1
15208,6292,1149,316,374,1
1985,1977,83,10,434,1
27881,14205,5682,345,372,1
38894,25764,744,470,21,2
16310,30996,5193,175,401,1
45699,5435,3928,402,7,2
18602,30541,5832,456,377,1
44854,14597,4074,390,51,2
47740,13133,2091,316,374,1
48020,16074,3634,123,282,2
51702,4357,6939,624,467,1
29877,4294,3176,249,10,2
25697,6569,6389,407,118,2
14897,8121,6016,307,15,2
11865,15229,4594,244,454,1
46206,7947,3253,472,196,2
11358,24402,2631,408,16,2
34792,26999,4866,279,12,2
32539,18561,5302,382,60,2
19374,24834,1204,60,387,1
49053,29611,5860,218,331,2
41715,24672,3405,491,26,2
30181,14351,2022,230,385,1
31417,28177,4558,593,378,1
28597,11649,2355,479,464,1
44927,14243,5813,139,45,2
14161,26150,4620,299,452,1
35734,25431,5763,259,303,2
49694,13476,6134,52,35,2
45768,30455,4594,244,454,1
26307,23145,4225,288,47,2
32153,20239,4671,29,165,2
1922,1780,273,44,421,1
51403,5118,5634,398,94,2
3377,417,83,10,434,1
21197,15094,4840,439,357,1
33901,12619,5013,244,446,1
5537,1889,112,54,389,1
47015,20580,3854,190,395,1
35842,11197,3400,353,357,1
24582,4422,6363,183,230,2
35186,6228,5775,277,406,1
12566,28118,4799,172,429,1
44019,21619,1346,161,441,1
18121,30758,5513,316,374,1
10383,16893,5013,244,446,1
15089,13471,3657,123,282,2
16176,18306,5013,244,446,1
38933,3997,4632,642,357,1
15379,22359,4437,642,357,1
13015,13215,6939,624,467,1
11837,14425,859,383,359,1
24234,16680,6494,588,9,2
21648,13961,1141,622,433,1
41625,31180,5341,280,298,2
1776,1671,65,80,14,2
20238,13783,6388,583,405,1
30321,11194,4716,335,33,2
34256,8745,5043,112,185,2
7807,13999,3687,316,374,1
21979,5482,6185,184,10,2
40761,20481,4247,57,240,2
41154,26776,3242,99,108,2
2620,2937,248,52,356,1
35914,5573,6497,316,374,1
34318,30845,3843,139,45,2
17825,8638,5528,77,263,2
22203,23767,6503,268,373,1
51498,8666,958,576,397,1
38727,27750,1735,582,236,2
51337,5367,4119,76,291,2
27469,20616,4197,251,93,2
18041,19040,1542,20,219,2
43927,14097,5559,7,219,2
33213,27631,5839,152,128,2
3766,643,83,10,434,1
18208,12280,3204,625,62,2
22406,25612,926,210,72,2
16352,9001,5582,367,395,1
51361,28966,1345,66,430,1
8046,23200,1239,194,374,1
13919,23458,1635,310,212,2
50817,5490,1239,194,374,1
9826,14207,1911,657,69,2
4801,34,85,80,14,2
6137,1395,474,52,356,1
47665,29795,6600,513,10,2
